ingredient_1_inci,ingredient_2_inci,interaction_type,layering_order,wait_time_minutes,time_of_day,skin_type_oily,skin_type_dry,skin_type_sensitive,skin_type_combination,skin_type_mature,skin_concern_impact,age_group,pregnancy_notes,conflict_reason,synergy_reason,application_notes
Homosalate,Octocrylene,synergistic,same formula,0,AM,yes,yes,moderate,yes,yes,UVB protection enhanced,adult|mature,consult,,Both UVB filters with complementary absorption profiles. Homosalate + octocrylene provide broad UVB coverage.,Combined in same formula. Standard UVB filter combination; add avobenzone + stabilizer for UVA.
Oxybenzone,Avobenzone,synergistic,same formula,0,AM,yes,moderate,caution,yes,moderate,UVA/UVB protection enhanced,adult|mature,consult both,Oxybenzone has contact allergy risk especially on sensitive/children skin; reconsider for facial use.,Oxybenzone provides UVA/UVB; avobenzone extends deeper UVA coverage.,"Standard US sunscreen filter combination. Effective but consider alternatives (zinc oxide, Tinosorb S) for sensitive skin."
Titanium Dioxide,Avobenzone,neutral,same formula or sequential,0,AM,yes,yes,moderate,yes,yes,UV protection enhanced,adult|mature,consult,TiO2 physical + avobenzone chemical layers are compatible when applied sequentially or combined.,Physical + chemical hybrid UV protection. Avobenzone adds UVA depth to TiO2 UVB/UVA coverage.,Apply mineral sunscreen (TiO2) then chemical sunscreen (avobenzone) or use hybrid formula.
Zinc Oxide,Avobenzone,neutral,same formula or sequential,0,AM,yes,yes,yes,yes,yes,broad UV protection enhanced,all,yes (ZnO),Minor interaction possible in some formulas due to zinc chelation of avobenzone. Generally compatible when formulated correctly.,ZnO physical broad-spectrum + avobenzone deeper UVA coverage complements well.,Use combined formula for best results. If sequential: ZnO sunscreen then avobenzone product.
Zinc Oxide,Niacinamide,synergistic,Niacinamide first then SPF,0,AM,yes,yes,yes,yes,yes,UV protection|barrier|brightening|pores enhanced,all,yes,,ZnO physical sunscreen provides UV + anti-inflammatory protection; niacinamide provides barrier and oil control benefit under SPF.,Apply niacinamide serum then zinc oxide sunscreen. Standard AM routine layering.
Titanium Dioxide,Niacinamide,synergistic,Niacinamide first then SPF,0,AM,yes,yes,yes,yes,yes,UV protection|barrier|brightening enhanced,all,yes,,TiO2 physical sunscreen + niacinamide barrier/brightening serum under SPF. Very compatible.,Apply niacinamide serum then titanium dioxide sunscreen. Standard daily routine.
Chemical Sunscreen (general),Niacinamide,synergistic,Niacinamide first then SPF,0,AM,yes,yes,moderate,yes,yes,UV protection|barrier|brightening enhanced,adult|mature,consult (chemical filter),,Niacinamide under chemical SPF provides barrier and brightening support. Generally compatible as niacinamide fully absorbs before SPF application.,"Apply niacinamide serum, wait to absorb, then apply chemical sunscreen."
Dimethicone,Retinol,neutral,Retinol first then Dimethicone,0,PM,yes,yes,moderate,yes,yes,aging|barrier|smoothing enhanced,adult|mature,no (retinol),None. Dimethicone is occlusive but non-comedogenic silicone. Does not block retinol activity when applied after retinol.,Dimethicone forms a breathable silicone film that locks in retinol and reduces TEWL. Can slightly reduce irritation.,"Apply retinol, then dimethicone-containing moisturizer. Silicone helps lock in actives."
Dimethicone,Niacinamide,synergistic,Niacinamide first then Dimethicone,0,both,yes,yes,yes,yes,yes,barrier|texture|dryness enhanced,all,yes,,Dimethicone silicone barrier + niacinamide active barrier stimulation. Non-reactive complementary barrier layer.,"Apply niacinamide serum, then silicone-based sealer/moisturizer."
Dimethicone,Hyaluronic Acid,synergistic,Hyaluronic Acid first then Dimethicone,0,both,yes,yes,yes,yes,yes,dryness|barrier|texture enhanced,all,yes,,HA draws in moisture; dimethicone seals it with breathable silicone occlusion. Water-then-silicone optimal layering.,"Apply HA serum on damp skin, then dimethicone-containing product to seal."
Dimethicone,AHA (Glycolic Acid),neutral,AHA first then Dimethicone,30,PM,yes,moderate,moderate,yes,yes,texture|dryness|aging - sequential,adult|mature,consult (GA),,Dimethicone does not interfere with AHA activity when applied after AHA has been absorbed. Seals in post-exfoliation.,Apply AHA; wait 30 min; then apply dimethicone-containing moisturizer as occlusion layer.
Petrolatum,Ceramide NP,synergistic,Ceramide first then Petrolatum,0,PM,yes,yes,yes,yes,yes,barrier|dryness|aging enhanced,all,yes,,Ceramide provides active barrier lipid repair; petrolatum provides strong occlusion preventing any TEWL. Structural + occlusive barrier.,"Ceramide serum/moisturizer, then petrolatum thin layer (slugging). Especially effective for very dry/compromised skin."
Petrolatum,Retinol,neutral,Retinol first then Petrolatum,0,PM,yes,yes,moderate,yes,yes,aging|barrier|dryness - slugging after retinol,adult|mature,no (retinol),,Petrolatum occlusive layer over retinol traps it and may increase delivery. Also prevents retinol-induced moisture loss.,Apply retinol; allow to absorb; then petrolatum thin layer. Retinol sandwich method.
Petrolatum,AHA (Glycolic Acid),neutral,AHA first then Petrolatum,30,PM,moderate,yes,moderate,moderate,yes,texture|dryness - slugging method,adult|mature,consult (GA),,Petrolatum applied long after AHA is processed prevents dryness and seals benefits. Timing is important to avoid trapping acid.,Apply AHA; wait minimum 30 min for full absorption; then thin petrolatum layer for slugging.
Mineral Oil,Ceramide NP,neutral,Ceramide first then Mineral Oil,0,PM,moderate,yes,moderate,moderate,yes,barrier|dryness enhanced,adult|mature,yes,,Mineral oil occlusive petroleum-derived oil + ceramide barrier lipid. Mineral oil seals but does not contribute to barrier structure.,Apply ceramide then mineral oil-containing product. For very dry skin.
Mineral Oil,Retinol,neutral,Retinol first then Mineral Oil,0,PM,moderate,yes,moderate,moderate,moderate,aging|dryness enhanced,adult|mature,no (retinol),,Mineral oil occlusion after retinol prevents dryness. Traditional approach used in retinoid occlusion method.,Apply retinol then mineral oil-containing product. Not recommended for oily/acne-prone skin.
Shea Butter,Retinol,synergistic,Retinol first then Shea Butter,0,PM,yes,yes,moderate,yes,yes,aging|barrier|dryness enhanced,adult|mature,no (retinol),,Shea butter (lupeol + triterpene anti-inflammatory + oleic acid) buffers retinol and provides rich emollient barrier.,"Apply retinol, then shea butter-based moisturizer. Rich anti-aging PM protocol."
Shea Butter,Niacinamide,synergistic,Niacinamide first then Shea,0,both,yes,yes,yes,yes,yes,barrier|dryness|aging|brightening enhanced,all,yes,,Niacinamide water-phase serum + shea butter lipid sealer. Classic water-then-oil sequencing.,"Apply niacinamide serum, then shea butter moisturizer. Classic dry skin protocol."
Shea Butter,Ascorbic Acid,synergistic,Vitamin C first then Shea,0,AM,yes,yes,moderate,yes,yes,aging|brightening|antioxidant enhanced,adult|mature,consult (AA),,Vitamin C serum followed by shea butter moisturizer. Shea butter vitamin E content enhances vitamin C antioxidant protection.,"Apply vitamin C serum, then shea butter moisturizer. Classic layering."
Shea Butter,AHA (Glycolic Acid),synergistic,AHA first then Shea,30,PM,yes,yes,moderate,yes,yes,texture|dryness|aging enhanced,adult|mature,consult (GA),,AHA exfoliates; shea butter nourishes and repairs post-exfoliation skin. Commonly used together in PM dry skin routine.,"Apply AHA, wait 30 min, then shea butter moisturizer."
Coconut Oil,Salicylic Acid,caution,Salicylic Acid first then Coconut,0,PM,moderate,moderate,caution,moderate,moderate,acne - use with caution; coconut oil comedogenic,teen|adult|mature,consult (SA),Coconut oil is comedogenic (lauric acid) and may clog pores after BHA exfoliation in acne-prone users.,BHA for pores then coconut oil for hydration – but coconut oil may re-clog. Risk for acne-prone skin.,"Apply BHA toner, then only for non-acne prone skin: light coconut oil. Use jojoba instead for acne skin."
Coconut Oil,Ceramide NP,synergistic,Ceramide first then Coconut,0,PM,moderate,yes,moderate,moderate,yes,barrier|dryness enhanced,adult|mature,yes,,Ceramide barrier lipid + coconut oil occlusion. Rich combination for very dry skin. However coconut oil comedogenicity limits use for oily/acne skin.,Apply ceramide then coconut oil. Only suitable for dry non-acne skin types.
Marula Oil,Ascorbic Acid,synergistic,Vitamin C first then Marula,0,AM,yes,yes,moderate,yes,yes,aging|antioxidant|dullness|brightening enhanced,adult|mature,consult (AA),,Marula oil rich in oleic acid and antioxidant compounds + vitamin C. Both anti-aging and antioxidant rich.,"Apply vitamin C serum, then marula oil as face oil step."
Marula Oil,Niacinamide,synergistic,Niacinamide first then Marula,0,both,yes,yes,yes,yes,yes,aging|barrier|dryness|brightening enhanced,adult|mature,consult,,Niacinamide water-phase serum + marula oil lipid sealer. Water-then-oil layering with complementary anti-aging.,"Apply niacinamide serum, then marula oil. Fast-absorbing oil for daily use."
Marula Oil,Retinol,synergistic,Retinol first then Marula,0,PM,yes,yes,moderate,yes,yes,aging|dryness|antioxidant enhanced,adult|mature,no (retinol),,Marula oil antioxidant content and oleic acid emolliency buffer retinol and provide occlusive finish.,"Apply retinol, then marula oil. Rich PM anti-aging protocol."
Hydrolyzed Silk,Niacinamide,synergistic,either,0,both,yes,yes,yes,yes,yes,texture|dryness|barrier|brightening enhanced,all,yes,,Hydrolyzed silk amino acids film former + moisturizer + niacinamide barrier/brightening. Both improve skin texture feel.,Layer in any order. Silk protein + niacinamide: texture-refining combination.
Hydrolyzed Silk,Hyaluronic Acid,synergistic,either,0,both,yes,yes,yes,yes,yes,dryness|texture|aging enhanced,all,yes,,Hydrolyzed silk amino acids for film forming and conditioning; HA for deep moisture. Both humectants creating a luminous skin surface film.,Layer in any order. Silk + HA moisture film combination.
Hydrolyzed Keratin,Niacinamide,synergistic,either,0,both,yes,yes,yes,yes,yes,texture|barrier|dryness enhanced,all,yes,,Hydrolyzed keratin amino acids strengthen skin surface film; niacinamide stimulates keratin production and barrier.,Layer in any order. Structural protein + barrier stimulation combination.
Hydrolyzed Keratin,Hyaluronic Acid,synergistic,either,0,both,yes,yes,yes,yes,yes,dryness|texture|barrier enhanced,all,yes,,Keratin amino acids for structure + HA deep moisture. Complementary protein + polysaccharide moisturization.,Layer in any order. Protein + moisture combination for refined skin feel.
Gluconolactone,Retinol,neutral,Retinol first then Gluconolactone,0,PM,yes,yes,moderate,yes,yes,aging|texture|barrier enhanced,adult|mature,no (retinol),,Gluconolactone is the gentlest exfoliant with antioxidant properties; less pH conflict with retinol than standard AHA. Can be layered with experienced user care.,"Apply retinol, then gluconolactone-containing moisturizer. Low-irritation approach."
Gluconolactone,Ascorbic Acid,caution,separate AM/PM,0,use separately,yes,yes,moderate,yes,yes,brightening|texture|antioxidant - separate for stability,adult|mature,consult (AA),Double acid; PHA + vitamin C both at acidic pH. May irritate sensitive skin combined.,Both brightening/antioxidant but separate routines reduce cumulative acidity.,Vitamin C AM; gluconolactone PM. Separate for minimum irritation.
Sodium PCA,Ceramide NP,synergistic,Sodium PCA first,0,both,yes,yes,yes,yes,yes,dryness|barrier|texture enhanced,all,yes,,Sodium PCA (natural moisturizing factor) draws water into skin; ceramide seals barrier. Classic humectant + barrier pairing.,"Apply sodium PCA toner/serum, then ceramide moisturizer."
Sodium PCA,Retinol,neutral,Retinol first then Sodium PCA,0,PM,yes,yes,moderate,yes,yes,aging|dryness|texture enhanced,adult|mature,no (retinol),,Sodium PCA as humectant reduces retinol dryness. Being a natural skin component it is fully compatible.,"Apply retinol, then sodium PCA containing product."
Sodium Lactate,Hyaluronic Acid,synergistic,either,0,both,yes,yes,yes,yes,yes,dryness|texture|barrier enhanced,all,yes,,Sodium lactate (NMF lactic acid salt) provides humectancy and gentle natural exfoliation + HA deep moisture. Complementary hydration levels.,Layer in any order. NMF + HA moisture combination.
Sodium Lactate,Ceramide NP,synergistic,Sodium Lactate first,0,both,yes,yes,yes,yes,yes,dryness|barrier|texture enhanced,all,yes,,Sodium lactate humectant + ceramide barrier seal. Moisture drawn in then locked with barrier lipid.,Apply sodium lactate then ceramide moisturizer.
Sodium Lactate,Niacinamide,synergistic,either,0,both,yes,yes,yes,yes,yes,dryness|barrier|brightening|texture enhanced,all,yes,,Sodium lactate (NMF + gentle exfoliant) + niacinamide barrier/brightening. Both skin-natural ingredients at compatible pH.,Layer in any order. NMF hydration + brightening combination.
Polyhydroxy Acid,Retinol,neutral,Retinol first then PHA,0,PM,yes,yes,moderate,yes,yes,aging|texture|barrier enhanced,adult|mature,no (retinol),,Generic PHA (gluconolactone/lactobionic) gentlest exfoliant; minimal pH conflict with retinol. Can layer more tolerably than AHA+retinol.,Apply retinol then PHA product. More tolerable than AHA+retinol.
Polyhydroxy Acid,Ceramide NP,synergistic,PHA first,0,both,yes,yes,yes,yes,yes,texture|barrier|sensitivity enhanced,all,yes,,Gentlest exfoliant + ceramide barrier. Safe for sensitive skin gentle exfoliation.,Apply PHA toner then ceramide moisturizer. Sensitive skin gentle exfoliation protocol.
Lactic Acid,Hyaluronic Acid,synergistic,Lactic Acid first,15,PM,yes,yes,moderate,yes,yes,texture|dryness|barrier|hyperpigmentation enhanced,adult|mature,consult (LA),,Lactic acid exfoliates + has humectant properties; HA reinforces moisture. Classic AHA + HA pairing.,"Apply lactic acid, wait 15 min, then HA serum."
Lactic Acid,Retinol,avoid same time,alternate evenings,0,PM - alternate nights,moderate,moderate,caution,moderate,yes,aging|texture - alternate evenings,adult|mature,no (retinol),Double irritation risk. Though lactic is gentler than glycolic; combining same night with retinol risky.,Both anti-aging. Gentle AHA + retinol on alternate nights most effective.,"Lactic night A, retinol night B. Gentler than glycolic+retinol."
Niacinamide,Retinaldehyde,synergistic,Niacinamide first,15,PM,yes,yes,moderate,yes,yes,aging|texture|barrier enhanced,adult|mature,no (retinal),,Niacinamide buffers retinaldehyde irritation and supports barrier. Same mechanism as niacinamide + retinol.,Niacinamide serum first; wait 15 min; then retinaldehyde product.
Azelaic Acid,Centella Asiatica Extract,synergistic,either,0,both,yes,yes,yes,yes,yes,acne|redness|barrier|hyperpigmentation enhanced,all,yes (both),,Both anti-inflammatory and barrier supportive. Azelaic multi-function active + centella soothing for inflammation-induced hyperpigmentation.,Layer in any order. Excellent for acne-prone skin with redness and PIH.
Azelaic Acid,Vitamin C (Ascorbic Acid),caution,separate AM/PM,0,use separately,moderate,moderate,caution,moderate,yes,hyperpigmentation|acne - separate routines,adult|mature,consult (AA); yes (AA),pH conflict at high ascorbic acid concentration. AA (pH 2.5–3.5) may interfere with azelaic acid efficacy.,Both brightening/anti-acne but most studies use them in separate routines.,Vitamin C AM; azelaic acid PM. Or use stable C forms with azelaic for same-routine use.
Retinol,Vitamin E (Tocopherol),synergistic,Retinol first,0,PM,yes,yes,moderate,yes,yes,aging|antioxidant|barrier|dryness enhanced,adult|mature,no (retinol),,Tocopherol is commonly included in retinol formulations for its stabilizing and antioxidant properties. Reduces retinol degradation.,Apply retinol; then tocopherol-containing moisturizer. Classic combination in anti-aging products.
Niacinamide,Ceramide EOP,synergistic,either,0,both,yes,yes,yes,yes,yes,barrier|sensitivity|dryness enhanced,all,yes,,Niacinamide stimulates ceramide synthesis (including ceramide EOP); exogenous ceramide EOP adds the most important lamellar body-anchoring ceramide.,Layer in any order. Double ceramide supply: endogenous stimulation + exogenous EOP. 
Caffeine,Ceramide NP,synergistic,Caffeine first then Ceramide,0,both,yes,yes,yes,yes,yes,puffiness|barrier|antioxidant enhanced,all,yes,,Caffeine addresses vascular puffiness and provides antioxidant action; ceramide seals barrier.,"Apply caffeine serum, then ceramide moisturizer."
Caffeine,Salicylic Acid,neutral,Salicylic Acid first then Caffeine,0,both,yes,caution,moderate,yes,moderate,acne|puffiness|antioxidant enhanced,teen|adult|mature,consult (SA),,BHA pore exfoliation + caffeine anti-puffiness/antioxidant. Different mechanisms; not conflicting.,"Apply BHA toner, then caffeine-containing serum."
Artemisia Vulgaris Extract,Vitamin C (Ascorbic Acid),synergistic,Vitamin C first,0,AM,yes,yes,moderate,yes,yes,antioxidant|redness|brightening enhanced,adult|mature,consult (AA),,Mugwort anti-inflammatory + vitamin C antioxidant/brightening. Both soothing and brightening.,"Apply vitamin C serum, then artemisia-containing essence."
Lipoic Acid,Ceramide NP,synergistic,Ceramide first,0,PM,yes,yes,moderate,yes,yes,aging|barrier|antioxidant enhanced,adult|mature,consult,,ALA universal antioxidant + ceramide barrier reinforcement. Antioxidant barrier combination.,"Ceramide moisturizer, then ALA-containing serum."
Sea Buckthorn Oil,Ascorbic Acid,synergistic,Vitamin C first then Sea Buckthorn,0,AM,yes,yes,moderate,yes,yes,aging|antioxidant|brightening|UV protection enhanced,adult|mature,consult (AA),,Sea buckthorn oil naturally rich in vitamin C (highest plant source) carotenoids and tocopherols + exogenous vitamin C synergistic antioxidant effect.,"Apply vitamin C serum, then diluted sea buckthorn oil (highly pigmented; use sparingly)."
Sea Buckthorn Oil,Niacinamide,synergistic,Niacinamide first then Sea Buckthorn,0,both,yes,yes,moderate,yes,yes,aging|antioxidant|brightening|barrier enhanced,adult|mature,consult,,Sea buckthorn carotenoid antioxidants + niacinamide brightening/barrier. Rich antioxidant oil + active serum.,"Apply niacinamide serum, then diluted sea buckthorn oil (orange pigment – dilute with carrier oil)."
Avocado Oil,Retinol,synergistic,Retinol first then Avocado,0,PM,yes,yes,moderate,yes,yes,aging|dryness|barrier enhanced,adult|mature,no (retinol),,Avocado oil oleic acid + lecithin + vitamin E buffer retinol barrier disruption and enhance penetration.,Apply retinol then avocado oil. Rich PM anti-aging oil layer.
Avocado Oil,Ceramide NP,synergistic,Ceramide first then Avocado,0,PM,yes,yes,yes,yes,yes,barrier|dryness|aging enhanced,adult|mature,yes,,Ceramide barrier + avocado oil rich in oleic acid and phytosterols providing additional barrier repair.,"Ceramide serum, then avocado oil. Very rich PM barrier formula for mature/dry skin."
Grapeseed Oil,Niacinamide,synergistic,Niacinamide first then Grapeseed,0,both,yes,yes,moderate,yes,yes,acne|antioxidant|aging|brightening enhanced,all,consult,,Grapeseed oil lightweight linoleic acid-rich oil + niacinamide brightening/barrier. Very lightweight; excellent for oily/acne skin.,"Apply niacinamide serum, then grapeseed oil. Lightweight anti-aging + brightening for oily skin."
Grapeseed Oil,Retinol,neutral,Retinol first then Grapeseed,0,PM,yes,yes,moderate,yes,yes,acne|aging|barrier enhanced,adult|mature,no (retinol),,Lightweight grapeseed oil non-comedogenic buffer for retinol. High linoleic acid supports acne-prone retinoid users.,Apply retinol then grapeseed oil. Suitable lightweight oil for oily/acne-prone retinoid users.
Tamanu Oil,Ceramide NP,synergistic,Ceramide first then Tamanu,0,PM,moderate,yes,moderate,moderate,yes,barrier|healing|aging enhanced,adult|mature,consult,,Tamanu calophyllolide anti-inflammatory + cell regeneration + ceramide structural barrier. Wound healing + structural barrier combination.,Apply ceramide then small amount of tamanu oil. For healing and barrier repair.
Tamanu Oil,Niacinamide,synergistic,Niacinamide first then Tamanu,0,both,moderate,yes,moderate,moderate,moderate,redness|healing|barrier enhanced,adult|mature,consult,,Tamanu anti-inflammatory healing + niacinamide barrier/brightening. Both soothing and reparative.,Apply niacinamide serum then tamanu oil as face/spot oil.
Chia Seed Oil,Ceramide NP,synergistic,Ceramide first then Chia,0,both,yes,yes,yes,yes,yes,barrier|dryness|anti-inflammatory|aging enhanced,all,yes,,Chia seed oil (highest omega-3 plant source) anti-inflammatory + ceramide barrier. Omega-3 + barrier lipid synergy for very sensitive skin.,"Ceramide moisturizer, then chia seed oil."
Chia Seed Oil,Retinol,neutral,Retinol first then Chia,0,PM,yes,yes,moderate,yes,yes,aging|anti-inflammatory|barrier enhanced,adult|mature,no (retinol),,Chia omega-3 anti-inflammatory properties buffer retinol irritation. Suitable for sensitive and dry skin retinoid users.,Apply retinol then chia seed oil.
Prickly Pear Seed Oil,Ascorbic Acid,synergistic,Vitamin C first then Prickly Pear,0,AM,yes,yes,yes,yes,yes,aging|antioxidant|brightening|dryness enhanced,adult|mature,consult (AA),,Prickly pear seed oil exceptionally high in vitamin E (highest of any plant oil) + tocopherols + vitamin K; vitamin C complementary antioxidant brightening.,"Apply vitamin C serum, then prickly pear seed oil. Ultra-rich antioxidant AM combination."
Parfum,Ceramide NP,caution,Ceramide first then Fragrance,0,both,moderate,caution,no,moderate,moderate,sensitivity - fragrance sensitization risk,all,caution (avoid in first trimester),Fragrance is the most common cause of contact dermatitis and sensitization. May disrupt barrier function.,None – fragrance provides no skin benefit.,Apply fragrance-free ceramide products first. Use only fragrance-free products on sensitive/compromised skin.
Parfum,Retinol,avoid same application step,well-separated in routine,0,PM,moderate,caution,no,moderate,moderate,aging - fragrance sensitization + retinol sensitization additive,adult|mature,no (retinol),Fragrance + retinol double sensitization. Both disrupt barrier at first exposure. Combined is significantly more irritating.,None – fragrance adds no benefit and increases sensitization risk with retinol.,"Use fragrance-free retinol products. If fragrance is present in other products, apply them at different times."
Retinol,Glycolic Acid,conflicting,Retinol first,0,PM,caution,caution,no,caution,caution,high irritation and barrier disruption risk,adult|mature,avoid retinoid in pregnancy,Retinoid + AHA same-routine use can significantly increase irritation and barrier damage.,none,Do not layer in same routine; alternate nights.
Ascorbic Acid,Glycolic Acid,caution,Ascorbic Acid first,15,AM,caution,caution,no,caution,caution,brightening with possible stinging and irritation,adult|mature,consult both,Low pH acid stacking may cause irritation and reduce tolerability.,none,Prefer separate routines or lower-frequency acid use.
Ascorbic Acid,Lactic Acid,caution,Ascorbic Acid first,15,AM,caution,caution,no,caution,caution,radiance support with increased sensitivity risk,adult|mature,consult both,Dual low-pH actives can provoke redness and stinging.,none,Use one in AM and one in PM or on alternate days.
Ascorbic Acid,Salicylic Acid,caution,Ascorbic Acid first,20,AM,caution,caution,no,caution,caution,tone and acne support with irritation potential,adult,consult both,Acid combination can increase irritancy and compromise barrier in sensitive users.,none,Avoid same-routine use when starting actives.
Copper Tripeptide-1,Ascorbic Acid,conflicting,Copper Tripeptide-1 first,0,PM,yes,yes,caution,yes,yes,repair signaling may be reduced,adult|mature,consult both,Low-pH vitamin C may destabilize copper peptide efficacy.,none,Separate routines to preserve peptide activity.
Copper Tripeptide-1,Glycolic Acid,conflicting,Copper Tripeptide-1 first,0,PM,yes,caution,no,yes,yes,peptide degradation risk with irritation,adult|mature,consult both,Strong acids can denature peptide structure and raise irritation.,none,Do not layer in same routine.
Copper Tripeptide-1,Lactic Acid,conflicting,Copper Tripeptide-1 first,0,PM,yes,caution,no,yes,yes,reduced peptide performance and stinging risk,adult|mature,consult both,Acidic formulations can reduce peptide stability and increase irritation.,none,Alternate evenings between peptide and exfoliant.
Adapalene,Salicylic Acid,caution,Adapalene first,0,PM,caution,no,no,caution,caution,acne improvement with notable irritation stacking,teen|adult,avoid retinoid in pregnancy,Retinoid + BHA combination can over-dry and irritate if introduced aggressively.,none,Alternate nights or separate routines.
Tretinoin,Glycolic Acid,conflicting,Tretinoin first,0,PM,caution,no,no,caution,caution,very high irritation risk despite anti-aging intent,adult|mature,contraindicated in pregnancy,Prescription retinoid plus AHA in same routine can severely compromise barrier.,none,Strictly separate nights; prioritize clinician guidance.
Retinol,Capryloyl Salicylic Acid,conflicting,Retinol first,0,PM,caution,no,no,caution,caution,high acne-treatment overload risk,adult,avoid retinoid in pregnancy,Retinoid plus LHA in one routine can over-exfoliate and impair barrier recovery.,none,Alternate nights and monitor irritation closely.
Retinol,Succinic Acid,caution,Retinol first,0,PM,caution,no,no,caution,caution,blemish support with cumulative irritation,adult,avoid retinoid in pregnancy,Retinoid with additional acid active increases dryness and erythema risk.,none,Use on alternating evenings and support barrier repair.
Adapalene,Glycolic Acid,conflicting,Adapalene first,0,PM,caution,no,no,caution,caution,significant irritation and peeling risk,teen|adult,avoid retinoid in pregnancy,AHA plus adapalene in same routine can exceed tolerance threshold for many users.,none,Separate routines or alternate nights only.
Tretinoin,Salicylic Acid,conflicting,Tretinoin first,0,PM,caution,no,no,caution,caution,acne targeting with severe barrier stress,adult,contraindicated in pregnancy,Prescription retinoid combined with BHA in one routine frequently causes intense irritation.,none,Strictly separate days and use clinician-directed protocol.
Tretinoin,Lactic Acid,conflicting,Tretinoin first,0,PM,caution,no,no,caution,caution,texture benefit offset by high irritant load,adult|mature,contraindicated in pregnancy,Strong retinoid plus AHA same-routine use can compromise barrier integrity.,none,Use separate nights with recovery-focused moisturizer.
Copper Tripeptide-1,Salicylic Acid,conflicting,Copper Tripeptide-1 first,0,PM,yes,caution,no,yes,yes,repair pathway suppression with irritation,adult|mature,consult both,Acidic BHA environment can reduce peptide stability and irritate skin.,none,Avoid same-routine pairing; separate by routine.
Copper Tripeptide-1,Capryloyl Salicylic Acid,conflicting,Copper Tripeptide-1 first,0,PM,yes,caution,no,yes,yes,potential peptide deactivation,adult|mature,consult both,LHA acidity may impair copper peptide function and increase stinging.,none,Use peptide and exfoliant on alternate days.
Ascorbic Acid,Capryloyl Salicylic Acid,caution,Ascorbic Acid first,20,AM,caution,caution,no,caution,caution,brightening and pore care with irritation risk,adult,consult both,Combined acidic actives may increase irritation and reduce daily tolerability.,none,Introduce one active at a time and separate if stinging occurs.
Ascorbic Acid,Succinic Acid,caution,Ascorbic Acid first,15,AM,caution,caution,no,caution,caution,tone and blemish support with sensitivity trade-off,adult,consult both,Acid-active stacking can trigger redness in compromised skin barriers.,none,Use reduced frequency and add barrier-supporting moisturizers.
Niacinamide,Capryloyl Salicylic Acid,caution,Niacinamide first,10,PM,yes,caution,caution,yes,moderate,sebum and pores support with possible dryness,teen|adult,generally acceptable,Usually compatible but LHA can increase dryness; sensitive users may react.,none,Apply niacinamide first and reduce exfoliant frequency if irritation appears.
